Pattern	G solar	G solar new
M11,D15,H02	0,01	0,01
M11,D15,H03	0,01	0,01
M11,D15,H04	0,01	0,01
M11,D15,H05	0,01	0,01
M11,D15,H06	0,01	0,01
M11,D15,H07	0,01	0,01
M11,D15,H08	1,57	1,57
M11,D15,H09	13,40	13,40
M11,D15,H10	20,30	20,30
M11,D15,H11	24,70	24,70
M11,D15,H12	25,80	25,80
M11,D15,H13	23,30	23,30
M11,D15,H14	17,80	17,80
M11,D15,H15	10,40	10,40
M11,D15,H16	0,54	0,54
M11,D15,H17	0,01	0,01
M11,D15,H18	0,01	0,01
M11,D15,H19	0,01	0,01
M11,D15,H20	0,01	0,01
M11,D15,H21	0,01	0,01
M11,D15,H22	0,01	0,01
M11,D15,H23	0,01	0,01
M11,D15,H24	0,01	0,01
M11,D16,H01	0,01	0,01
M11,D16,H02	0,01	0,01
M11,D16,H03	0,01	0,01
M11,D16,H04	0,01	0,01
M11,D16,H05	0,01	0,01
M11,D16,H06	0,01	0,01
M11,D16,H07	0,01	0,01
M11,D16,H08	1,54	1,54
M11,D16,H09	17,70	17,70
M11,D16,H10	26,00	26,00
M11,D16,H11	31,40	31,40
M11,D16,H12	32,70	32,70
M11,D16,H13	29,70	29,70
M11,D16,H14	22,90	22,90
M11,D16,H15	13,90	13,90
M11,D16,H16	0,49	0,49
M11,D16,H17	0,01	0,01
M11,D16,H18	0,01	0,01
M11,D16,H19	0,01	0,01
M11,D16,H20	0,01	0,01
M11,D16,H21	0,01	0,01
M11,D16,H22	0,01	0,01
M11,D16,H23	0,01	0,01
M11,D16,H24	0,01	0,01
M11,D17,H01	0,01	0,01
M11,D17,H02	0,01	0,01
M11,D17,H03	0,01	0,01
M11,D17,H04	0,01	0,01
M11,D17,H05	0,01	0,01
M11,D17,H06	0,01	0,01
M11,D17,H07	0,01	0,01
M11,D17,H08	1,42	1,42
M11,D17,H09	12,40	12,40
M11,D17,H10	18,90	18,90
M11,D17,H11	23,10	23,10
M11,D17,H12	24,20	24,20
M11,D17,H13	21,80	21,80
M11,D17,H14	16,50	16,50
M11,D17,H15	9,44	9,44
M11,D17,H16	0,41	0,41
M11,D17,H17	0,01	0,01
M11,D17,H18	0,01	0,01
M11,D17,H19	0,01	0,01
M11,D17,H20	0,01	0,01
M11,D17,H21	0,01	0,01
M11,D17,H22	0,01	0,01
M11,D17,H23	0,01	0,01
M11,D17,H24	0,01	0,01
M11,D18,H01	0,01	0,01
M11,D18,H02	0,01	0,01
M11,D18,H03	0,01	0,01
M11,D18,H04	0,01	0,01
M11,D18,H05	0,01	0,01
M11,D18,H06	0,01	0,01
M11,D18,H07	0,01	0,01
M11,D18,H08	1,34	1,34
M11,D18,H09	10,30	10,30
M11,D18,H10	16,20	16,20
M11,D18,H11	20,00	20,00
M11,D18,H12	21,00	21,00
M11,D18,H13	18,80	18,80
M11,D18,H14	14,00	14,00
M11,D18,H15	7,72	7,72
M11,D18,H16	0,35	0,35
M11,D18,H17	0,01	0,01
M11,D18,H18	0,01	0,01
M11,D18,H19	0,01	0,01
M11,D18,H20	0,01	0,01
M11,D18,H21	0,01	0,01
M11,D18,H22	0,01	0,01
M11,D18,H23	0,01	0,01
M11,D18,H24	0,01	0,01
M11,D19,H01	0,01	0,01
M11,D19,H02	0,01	0,01
M11,D19,H03	0,01	0,01
M11,D19,H04	0,01	0,01
M11,D19,H05	0,01	0,01
M11,D19,H06	0,01	0,01
M11,D19,H07	0,01	0,01
M11,D19,H08	1,23	1,23
M11,D19,H09	8,25	8,25
M11,D19,H10	13,40	13,40
M11,D19,H11	16,70	16,70
M11,D19,H12	17,60	17,60
M11,D19,H13	15,70	15,70
M11,D19,H14	11,50	11,50
M11,D19,H15	5,99	5,99
M11,D19,H16	0,28	0,28
M11,D19,H17	0,01	0,01
M11,D19,H18	0,01	0,01
M11,D19,H19	0,01	0,01
M11,D19,H20	0,01	0,01
M11,D19,H21	0,01	0,01
M11,D19,H22	0,01	0,01
M11,D19,H23	0,01	0,01
M11,D19,H24	0,01	0,01
M11,D20,H01	0,01	0,01
M11,D20,H02	0,01	0,01
M11,D20,H03	0,01	0,01
M11,D20,H04	0,01	0,01
M11,D20,H05	0,01	0,01
M11,D20,H06	0,01	0,01
M11,D20,H07	0,01	0,01
M11,D20,H08	1,18	1,18
M11,D20,H09	8,18	8,18
M11,D20,H10	13,30	13,30
M11,D20,H11	16,70	16,70
M11,D20,H12	17,50	17,50
M11,D20,H13	15,60	15,60
M11,D20,H14	11,40	11,40
M11,D20,H15	5,92	5,92
M11,D20,H16	0,23	0,23
M11,D20,H17	0,01	0,01
M11,D20,H18	0,01	0,01
M11,D20,H19	0,01	0,01
M11,D20,H20	0,01	0,01
M11,D20,H21	0,01	0,01
M11,D20,H22	0,01	0,01
M11,D20,H23	0,01	0,01
M11,D20,H24	0,01	0,01
M11,D21,H01	0,01	0,01
M11,D21,H02	0,01	0,01
M11,D21,H03	0,01	0,01
M11,D21,H04	0,01	0,01
M11,D21,H05	0,01	0,01
M11,D21,H06	0,01	0,01
M11,D21,H07	0,01	0,01
M11,D21,H08	1,06	1,06
M11,D21,H09	5,75	5,75
M11,D21,H10	9,96	9,96
M11,D21,H11	12,70	12,70
M11,D21,H12	13,40	13,40
M11,D21,H13	11,90	11,90
M11,D21,H14	8,39	8,39
M11,D21,H15	3,92	3,92
M11,D21,H16	0,17	0,17
M11,D21,H17	0,01	0,01
M11,D21,H18	0,01	0,01
M11,D21,H19	0,01	0,01
M11,D21,H20	0,01	0,01
M11,D21,H21	0,01	0,01
M11,D21,H22	0,01	0,01
M11,D21,H23	0,01	0,01
M11,D21,H24	0,01	0,01
M11,D22,H01	0,01	0,01
M11,D22,H02	0,01	0,01
M11,D22,H03	0,01	0,01
M11,D22,H04	0,01	0,01
M11,D22,H05	0,01	0,01
M11,D22,H06	0,01	0,01
M11,D22,H07	0,01	0,01
M11,D22,H08	0,83	0,83
M11,D22,H09	2,63	2,63
M11,D22,H10	5,41	5,41
M11,D22,H11	7,29	7,29
M11,D22,H12	7,75	7,75
M11,D22,H13	6,69	6,69
M11,D22,H14	4,37	4,37
M11,D22,H15	1,45	1,45
M11,D22,H16	0,10	0,10
M11,D22,H17	0,01	0,01
M11,D22,H18	0,01	0,01
M11,D22,H19	0,01	0,01
M11,D22,H20	0,01	0,01
M11,D22,H21	0,01	0,01
M11,D22,H22	0,01	0,01
M11,D22,H23	0,01	0,01
M11,D22,H24	0,01	0,01
M11,D23,H01	0,01	0,01
M11,D23,H02	0,01	0,01
M11,D23,H03	0,01	0,01
M11,D23,H04	0,01	0,01
M11,D23,H05	0,01	0,01
M11,D23,H06	0,01	0,01
M11,D23,H07	0,01	0,01
M11,D23,H08	1,15	1,15
M11,D23,H09	19,40	19,40
M11,D23,H10	28,60	28,60
M11,D23,H11	34,50	34,50
M11,D23,H12	36,00	36,00
M11,D23,H13	32,70	32,70
M11,D23,H14	25,20	25,20
M11,D23,H15	15,20	15,20
M11,D23,H16	0,10	0,10
M11,D23,H17	0,01	0,01
M11,D23,H18	0,01	0,01
M11,D23,H19	0,01	0,01
M11,D23,H20	0,01	0,01
M11,D23,H21	0,01	0,01
M11,D23,H22	0,01	0,01
M11,D23,H23	0,01	0,01
M11,D23,H24	0,01	0,01
M11,D24,H01	0,01	0,01
M11,D24,H02	0,01	0,01
M11,D24,H03	0,01	0,01
M11,D24,H04	0,01	0,01
M11,D24,H05	0,01	0,01
M11,D24,H06	0,01	0,01
M11,D24,H07	0,01	0,01
M11,D24,H08	1,00	1,00
M11,D24,H09	9,55	9,55
M11,D24,H10	15,30	15,30
M11,D24,H11	19,10	19,10
M11,D24,H12	20,00	20,00
M11,D24,H13	17,90	17,90
M11,D24,H14	13,20	13,20
M11,D24,H15	7,02	7,02
M11,D24,H16	0,05	0,05
M11,D24,H17	0,01	0,01
M11,D24,H18	0,01	0,01
M11,D24,H19	0,01	0,01
M11,D24,H20	0,01	0,01
M11,D24,H21	0,01	0,01
M11,D24,H22	0,01	0,01
M11,D24,H23	0,01	0,01
M11,D24,H24	0,01	0,01
M11,D25,H01	0,01	0,01
M11,D25,H02	0,01	0,01
M11,D25,H03	0,01	0,01
M11,D25,H04	0,01	0,01
M11,D25,H05	0,01	0,01
M11,D25,H06	0,01	0,01
M11,D25,H07	0,01	0,01
M11,D25,H08	1,01	1,01
M11,D25,H09	12,40	12,40
M11,D25,H10	19,20	19,20
M11,D25,H11	23,70	23,70
M11,D25,H12	24,80	24,80
M11,D25,H13	22,30	22,30
M11,D25,H14	16,70	16,70
M11,D25,H15	9,33	9,33
M11,D25,H16	0,00	0,00
M11,D25,H17	0,01	0,01
M11,D25,H18	0,01	0,01
M11,D25,H19	0,01	0,01
M11,D25,H20	0,01	0,01
M11,D25,H21	0,01	0,01
M11,D25,H22	0,01	0,01
M11,D25,H23	0,01	0,01
M11,D25,H24	0,01	0,01
M11,D26,H01	0,01	0,01
M11,D26,H02	0,01	0,01
M11,D26,H03	0,01	0,01
M11,D26,H04	0,01	0,01
M11,D26,H05	0,01	0,01
M11,D26,H06	0,01	0,01
M11,D26,H07	0,01	0,01
M11,D26,H08	0,94	0,94
M11,D26,H09	10,20	10,20
M11,D26,H10	16,30	16,30
M11,D26,H11	20,30	20,30
M11,D26,H12	21,30	21,30
M11,D26,H13	19,00	19,00
M11,D26,H14	14,10	14,10
M11,D26,H15	7,54	7,54
M11,D26,H16	0,01	0,01
M11,D26,H17	0,01	0,01
M11,D26,H18	0,01	0,01
M11,D26,H19	0,01	0,01
M11,D26,H20	0,01	0,01
M11,D26,H21	0,01	0,01
M11,D26,H22	0,01	0,01
M11,D26,H23	0,01	0,01
M11,D26,H24	0,01	0,01
M11,D27,H01	0,01	0,01
M11,D27,H02	0,01	0,01
M11,D27,H03	0,01	0,01
M11,D27,H04	0,01	0,01
M11,D27,H05	0,01	0,01
M11,D27,H06	0,01	0,01
M11,D27,H07	0,01	0,01
M11,D27,H08	0,94	0,94
M11,D27,H09	22,50	22,50
M11,D27,H10	32,90	32,90
M11,D27,H11	39,60	39,60
M11,D27,H12	41,20	41,20
M11,D27,H13	37,50	37,50
M11,D27,H14	29,10	29,10
M11,D27,H15	17,80	17,80
M11,D27,H16	0,01	0,01
M11,D27,H17	0,01	0,01
M11,D27,H18	0,01	0,01
M11,D27,H19	0,01	0,01
M11,D27,H20	0,01	0,01
M11,D27,H21	0,01	0,01
M11,D27,H22	0,01	0,01
M11,D27,H23	0,01	0,01
M11,D27,H24	0,01	0,01
M11,D28,H01	0,01	0,01
M11,D28,H02	0,01	0,01
M11,D28,H03	0,01	0,01
M11,D28,H04	0,01	0,01
M11,D28,H05	0,01	0,01
M11,D28,H06	0,01	0,01
M11,D28,H07	0,01	0,01
M11,D28,H08	0,89	0,89
M11,D28,H09	14,80	14,80
M11,D28,H10	22,60	22,60
M11,D28,H11	27,70	27,70
M11,D28,H12	28,90	28,90
M11,D28,H13	26,10	26,10
M11,D28,H14	19,70	19,70
M11,D28,H15	11,30	11,30
M11,D28,H16	0,01	0,01
M11,D28,H17	0,01	0,01
M11,D28,H18	0,01	0,01
M11,D28,H19	0,01	0,01
M11,D28,H20	0,01	0,01
M11,D28,H21	0,01	0,01
M11,D28,H22	0,01	0,01
M11,D28,H23	0,01	0,01
M11,D28,H24	0,01	0,01
M11,D29,H01	0,01	0,01
M11,D29,H02	0,01	0,01
M11,D29,H03	0,01	0,01
M11,D29,H04	0,01	0,01
M11,D29,H05	0,01	0,01
M11,D29,H06	0,01	0,01
M11,D29,H07	0,01	0,01
M11,D29,H08	0,81	0,81
M11,D29,H09	34,40	34,40
M11,D29,H10	48,80	48,80
M11,D29,H11	58,00	58,00
M11,D29,H12	60,20	60,20
M11,D29,H13	55,10	55,10
M11,D29,H14	43,50	43,50
M11,D29,H15	27,80	27,80
M11,D29,H16	0,01	0,01
M11,D29,H17	0,01	0,01
M11,D29,H18	0,01	0,01
M11,D29,H19	0,01	0,01
M11,D29,H20	0,01	0,01
M11,D29,H21	0,01	0,01
M11,D29,H22	0,01	0,01
M11,D29,H23	0,01	0,01
M11,D29,H24	0,01	0,01
M11,D30,H01	0,01	0,01
M11,D30,H02	0,01	0,01
M11,D30,H03	0,01	0,01
M11,D30,H04	0,01	0,01
M11,D30,H05	0,01	0,01
M11,D30,H06	0,01	0,01
M11,D30,H07	0,01	0,01
M11,D30,H08	0,69	0,69
M11,D30,H09	5,59	5,59
M11,D30,H10	9,91	9,91
M11,D30,H11	12,80	12,80
M11,D30,H12	13,50	13,50
M11,D30,H13	11,90	11,90
M11,D30,H14	8,29	8,29
M11,D30,H15	3,72	3,72
M11,D30,H16	0,01	0,01
M11,D30,H17	0,01	0,01
M11,D30,H18	0,01	0,01
M11,D30,H19	0,01	0,01
M11,D30,H20	0,01	0,01
M11,D30,H21	0,01	0,01
M11,D30,H22	0,01	0,01
M11,D30,H23	0,01	0,01
M11,D30,H24	0,01	0,01
M12,D01,H01	0,01	0,01
M12,D01,H02	0,01	0,01
M12,D01,H03	0,01	0,01
M12,D01,H04	0,01	0,01
M12,D01,H05	0,01	0,01
M12,D01,H06	0,01	0,01
M12,D01,H07	0,01	0,01
M12,D01,H08	0,78	0,78
M12,D01,H09	15,40	15,40
M12,D01,H10	23,50	23,50
M12,D01,H11	28,80	28,80
M12,D01,H12	30,10	30,10
M12,D01,H13	27,10	27,10
M12,D01,H14	20,50	20,50
M12,D01,H15	11,80	11,80
M12,D01,H16	0,01	0,01
M12,D01,H17	0,01	0,01
M12,D01,H18	0,01	0,01
M12,D01,H19	0,01	0,01
M12,D01,H20	0,01	0,01
M12,D01,H21	0,01	0,01
M12,D01,H22	0,01	0,01
M12,D01,H23	0,01	0,01
M12,D01,H24	0,01	0,01
M12,D02,H01	0,01	0,01
M12,D02,H02	0,01	0,01
M12,D02,H03	0,01	0,01
M12,D02,H04	0,01	0,01
M12,D02,H05	0,01	0,01
M12,D02,H06	0,01	0,01
M12,D02,H07	0,01	0,01
M12,D02,H08	0,74	0,74
M12,D02,H09	19,70	19,70
M12,D02,H10	29,40	29,40
M12,D02,H11	35,70	35,70
M12,D02,H12	37,20	37,20
M12,D02,H13	33,70	33,70
M12,D02,H14	25,80	25,80
M12,D02,H15	15,40	15,40
M12,D02,H16	0,01	0,01
M12,D02,H17	0,01	0,01
M12,D02,H18	0,01	0,01
M12,D02,H19	0,01	0,01
M12,D02,H20	0,01	0,01
M12,D02,H21	0,01	0,01
M12,D02,H22	0,01	0,01
M12,D02,H23	0,01	0,01
M12,D02,H24	0,01	0,01
M12,D03,H01	0,01	0,01
M12,D03,H02	0,01	0,01
M12,D03,H03	0,01	0,01
M12,D03,H04	0,01	0,01
M12,D03,H05	0,01	0,01
M12,D03,H06	0,01	0,01
M12,D03,H07	0,01	0,01
M12,D03,H08	0,68	0,68
M12,D03,H09	12,20	12,20
M12,D03,H10	19,10	19,10
M12,D03,H11	23,70	23,70
M12,D03,H12	24,80	24,80
M12,D03,H13	22,20	22,20
M12,D03,H14	16,50	16,50
M12,D03,H15	9,10	9,10
M12,D03,H16	0,01	0,01
M12,D03,H17	0,01	0,01
M12,D03,H18	0,01	0,01
M12,D03,H19	0,01	0,01
M12,D03,H20	0,01	0,01
M12,D03,H21	0,01	0,01
M12,D03,H22	0,01	0,01
M12,D03,H23	0,01	0,01
M12,D03,H24	0,01	0,01
M12,D04,H01	0,01	0,01
M12,D04,H02	0,01	0,01
M12,D04,H03	0,01	0,01
M12,D04,H04	0,01	0,01
M12,D04,H05	0,01	0,01
M12,D04,H06	0,01	0,01
M12,D04,H07	0,01	0,01
M12,D04,H08	0,61	0,61
M12,D04,H09	8,21	8,21
M12,D04,H10	13,70	13,70
M12,D04,H11	17,30	17,30
M12,D04,H12	18,20	18,20
M12,D04,H13	16,10	16,10
M12,D04,H14	11,60	11,60
M12,D04,H15	5,83	5,83
M12,D04,H16	0,01	0,01
M12,D04,H17	0,01	0,01
M12,D04,H18	0,01	0,01
M12,D04,H19	0,01	0,01
M12,D04,H20	0,01	0,01
M12,D04,H21	0,01	0,01
M12,D04,H22	0,01	0,01
M12,D04,H23	0,01	0,01
M12,D04,H24	0,01	0,01
M12,D05,H01	0,01	0,01
M12,D05,H02	0,01	0,01
M12,D05,H03	0,01	0,01
M12,D05,H04	0,01	0,01
M12,D05,H05	0,01	0,01
M12,D05,H06	0,01	0,01
M12,D05,H07	0,01	0,01
M12,D05,H08	0,60	0,60
M12,D05,H09	8,93	8,93
M12,D05,H10	14,70	14,70
M12,D05,H11	18,60	18,60
M12,D05,H12	19,50	19,50
M12,D05,H13	17,30	17,30
M12,D05,H14	12,60	12,60
M12,D05,H15	6,40	6,40
M12,D05,H16	0,01	0,01
M12,D05,H17	0,01	0,01
M12,D05,H18	0,01	0,01
M12,D05,H19	0,01	0,01
M12,D05,H20	0,01	0,01
M12,D05,H21	0,01	0,01
M12,D05,H22	0,01	0,01
M12,D05,H23	0,01	0,01
M12,D05,H24	0,01	0,01
M12,D06,H01	0,01	0,01
M12,D06,H02	0,01	0,01
M12,D06,H03	0,01	0,01
M12,D06,H04	0,01	0,01
M12,D06,H05	0,01	0,01
M12,D06,H06	0,01	0,01
M12,D06,H07	0,01	0,01
M12,D06,H08	0,57	0,57
M12,D06,H09	9,42	9,42
M12,D06,H10	15,40	15,40
M12,D06,H11	19,40	19,40
M12,D06,H12	20,30	20,30
M12,D06,H13	18,10	18,10
M12,D06,H14	13,20	13,20
M12,D06,H15	6,80	6,80
M12,D06,H16	0,01	0,01
M12,D06,H17	0,01	0,01
M12,D06,H18	0,01	0,01
M12,D06,H19	0,01	0,01
M12,D06,H20	0,01	0,01
M12,D06,H21	0,01	0,01
M12,D06,H22	0,01	0,01
M12,D06,H23	0,01	0,01
M12,D06,H24	0,01	0,01
M12,D07,H01	0,01	0,01
M12,D07,H02	0,01	0,01
M12,D07,H03	0,01	0,01
M12,D07,H04	0,01	0,01
M12,D07,H05	0,01	0,01
M12,D07,H06	0,01	0,01
M12,D07,H07	0,01	0,01
M12,D07,H08	0,58	0,58
M12,D07,H09	13,50	13,50
M12,D07,H10	21,10	21,10
M12,D07,H11	26,00	26,00
M12,D07,H12	27,20	27,20
M12,D07,H13	24,40	24,40
M12,D07,H14	18,30	18,30
M12,D07,H15	10,20	10,20
M12,D07,H16	0,01	0,01
M12,D07,H17	0,01	0,01
M12,D07,H18	0,01	0,01
M12,D07,H19	0,01	0,01
M12,D07,H20	0,01	0,01
M12,D07,H21	0,01	0,01
M12,D07,H22	0,01	0,01
M12,D07,H23	0,01	0,01
M12,D07,H24	0,01	0,01
M12,D08,H01	0,01	0,01
M12,D08,H02	0,01	0,01
M12,D08,H03	0,01	0,01
M12,D08,H04	0,01	0,01
M12,D08,H05	0,01	0,01
M12,D08,H06	0,01	0,01
M12,D08,H07	0,01	0,01
M12,D08,H08	0,53	0,53
M12,D08,H09	10,60	10,60
M12,D08,H10	17,00	17,00
M12,D08,H11	21,20	21,20
M12,D08,H12	22,30	22,30
M12,D08,H13	19,90	19,90
M12,D08,H14	14,60	14,60
M12,D08,H15	7,73	7,73
M12,D08,H16	0,01	0,01
M12,D08,H17	0,01	0,01
M12,D08,H18	0,01	0,01
M12,D08,H19	0,01	0,01
M12,D08,H20	0,01	0,01
M12,D08,H21	0,01	0,01
M12,D08,H22	0,01	0,01
M12,D08,H23	0,01	0,01
M12,D08,H24	0,01	0,01
M12,D09,H01	0,01	0,01
M12,D09,H02	0,01	0,01
M12,D09,H03	0,01	0,01
M12,D09,H04	0,01	0,01
M12,D09,H05	0,01	0,01
M12,D09,H06	0,01	0,01
M12,D09,H07	0,01	0,01
M12,D09,H08	0,41	0,41
M12,D09,H09	2,88	2,88
M12,D09,H10	6,13	6,13
M12,D09,H11	8,34	8,34
M12,D09,H12	8,89	8,89
M12,D09,H13	7,63	7,63
M12,D09,H14	4,91	4,91
M12,D09,H15	1,50	1,50
M12,D09,H16	0,01	0,01
M12,D09,H17	0,01	0,01
M12,D09,H18	0,01	0,01
M12,D09,H19	0,01	0,01
M12,D09,H20	0,01	0,01
M12,D09,H21	0,01	0,01
M12,D09,H22	0,01	0,01
M12,D09,H23	0,01	0,01
M12,D09,H24	0,01	0,01
M12,D10,H01	0,01	0,01
M12,D10,H02	0,01	0,01
M12,D10,H03	0,01	0,01
M12,D10,H04	0,01	0,01
M12,D10,H05	0,01	0,01
M12,D10,H06	0,01	0,01
M12,D10,H07	0,01	0,01
M12,D10,H08	0,42	0,42
M12,D10,H09	4,12	4,12
M12,D10,H10	7,91	7,91
M12,D10,H11	10,50	10,50
M12,D10,H12	11,10	11,10
M12,D10,H13	9,65	9,65
M12,D10,H14	6,49	6,49
M12,D10,H15	2,49	2,49
M12,D10,H16	0,01	0,01
M12,D10,H17	0,01	0,01
M12,D10,H18	0,01	0,01
M12,D10,H19	0,01	0,01
M12,D10,H20	0,01	0,01
M12,D10,H21	0,01	0,01
M12,D10,H22	0,01	0,01
M12,D10,H23	0,01	0,01
M12,D10,H24	0,01	0,01
M12,D11,H01	0,01	0,01
M12,D11,H02	0,01	0,01
M12,D11,H03	0,01	0,01
M12,D11,H04	0,01	0,01
M12,D11,H05	0,01	0,01
M12,D11,H06	0,01	0,01
M12,D11,H07	0,01	0,01
M12,D11,H08	0,49	0,49
M12,D11,H09	15,90	15,90
M12,D11,H10	24,30	24,30
M12,D11,H11	29,80	29,80
M12,D11,H12	31,10	31,10
M12,D11,H13	28,10	28,10
M12,D11,H14	21,20	21,20
M12,D11,H15	12,10	12,10
M12,D11,H16	0,01	0,01
M12,D11,H17	0,01	0,01
M12,D11,H18	0,01	0,01
M12,D11,H19	0,01	0,01
M12,D11,H20	0,01	0,01
M12,D11,H21	0,01	0,01
M12,D11,H22	0,01	0,01
M12,D11,H23	0,01	0,01
M12,D11,H24	0,01	0,01
M12,D12,H01	0,01	0,01
M12,D12,H02	0,01	0,01
M12,D12,H03	0,01	0,01
M12,D12,H04	0,01	0,01
M12,D12,H05	0,01	0,01
M12,D12,H06	0,01	0,01
M12,D12,H07	0,01	0,01
M12,D12,H08	0,47	0,47
M12,D12,H09	22,70	22,70
M12,D12,H10	33,60	33,60
M12,D12,H11	40,60	40,60
M12,D12,H12	42,30	42,30
M12,D12,H13	38,40	38,40
M12,D12,H14	29,60	29,60
M12,D12,H15	17,80	17,80
M12,D12,H16	0,01	0,01
M12,D12,H17	0,01	0,01
M12,D12,H18	0,01	0,01
M12,D12,H19	0,01	0,01
M12,D12,H20	0,01	0,01
M12,D12,H21	0,01	0,01
M12,D12,H22	0,01	0,01
M12,D12,H23	0,01	0,01
M12,D12,H24	0,01	0,01
M12,D13,H01	0,01	0,01
M12,D13,H02	0,01	0,01
M12,D13,H03	0,01	0,01
M12,D13,H04	0,01	0,01
M12,D13,H05	0,01	0,01
M12,D13,H06	0,01	0,01
M12,D13,H07	0,01	0,01
M12,D13,H08	0,47	0,47
M12,D13,H09	20,60	20,60
M12,D13,H10	30,70	30,70
M12,D13,H11	37,40	37,40
M12,D13,H12	39,00	39,00
M12,D13,H13	35,30	35,30
M12,D13,H14	27,00	27,00
M12,D13,H15	16,00	16,00
M12,D13,H16	0,01	0,01
M12,D13,H17	0,01	0,01
M12,D13,H18	0,01	0,01
M12,D13,H19	0,01	0,01
M12,D13,H20	0,01	0,01
M12,D13,H21	0,01	0,01
M12,D13,H22	0,01	0,01
M12,D13,H23	0,01	0,01
M12,D13,H24	0,01	0,01
M12,D14,H01	0,01	0,01
M12,D14,H02	0,01	0,01
M12,D14,H03	0,01	0,01
M12,D14,H04	0,01	0,01
M12,D14,H05	0,01	0,01
M12,D14,H06	0,01	0,01
M12,D14,H07	0,01	0,01
M12,D14,H08	0,38	0,38
M12,D14,H09	4,69	4,69
M12,D14,H10	8,85	8,85
M12,D14,H11	11,70	11,70
M12,D14,H12	12,30	12,30
M12,D14,H13	10,80	10,80
M12,D14,H14	7,29	7,29
M12,D14,H15	2,90	2,90
M12,D14,H16	0,01	0,01
M12,D14,H17	0,01	0,01
M12,D14,H18	0,01	0,01
M12,D14,H19	0,01	0,01
M12,D14,H20	0,01	0,01
M12,D14,H21	0,01	0,01
M12,D14,H22	0,01	0,01
M12,D14,H23	0,01	0,01
M12,D14,H24	0,01	0,01
M12,D15,H01	0,01	0,01
M12,D15,H02	0,01	0,01
M12,D15,H03	0,01	0,01
M12,D15,H04	0,01	0,01
M12,D15,H05	0,01	0,01
M12,D15,H06	0,01	0,01
M12,D15,H07	0,01	0,01
M12,D15,H08	0,41	0,41
M12,D15,H09	8,61	8,61
M12,D15,H10	14,40	14,40
M12,D15,H11	18,30	18,30
M12,D15,H12	19,20	19,20
M12,D15,H13	17,00	17,00
M12,D15,H14	12,30	12,30
M12,D15,H15	6,08	6,08
M12,D15,H16	0,01	0,01
M12,D15,H17	0,01	0,01
M12,D15,H18	0,01	0,01
M12,D15,H19	0,01	0,01
M12,D15,H20	0,01	0,01
M12,D15,H21	0,01	0,01
M12,D15,H22	0,01	0,01
M12,D15,H23	0,01	0,01
M12,D15,H24	0,01	0,01
M12,D16,H01	0,01	0,01
M12,D16,H02	0,01	0,01
M12,D16,H03	0,01	0,01
M12,D16,H04	0,01	0,01
M12,D16,H05	0,01	0,01
M12,D16,H06	0,01	0,01
M12,D16,H07	0,01	0,01
M12,D16,H08	0,40	0,40
M12,D16,H09	8,03	8,03
M12,D16,H10	13,60	13,60
M12,D16,H11	17,30	17,30
M12,D16,H12	18,30	18,30
M12,D16,H13	16,20	16,20
M12,D16,H14	11,50	11,50
M12,D16,H15	5,60	5,60
M12,D16,H16	0,01	0,01
M12,D16,H17	0,01	0,01
M12,D16,H18	0,01	0,01
M12,D16,H19	0,01	0,01
M12,D16,H20	0,01	0,01
M12,D16,H21	0,01	0,01
M12,D16,H22	0,01	0,01
M12,D16,H23	0,01	0,01
M12,D16,H24	0,01	0,01
M12,D17,H01	0,01	0,01
M12,D17,H02	0,01	0,01
M12,D17,H03	0,01	0,01
M12,D17,H04	0,01	0,01
M12,D17,H05	0,01	0,01
M12,D17,H06	0,01	0,01
M12,D17,H07	0,01	0,01
M12,D17,H08	0,34	0,34
M12,D17,H09	3,65	3,65
M12,D17,H10	7,36	7,36
M12,D17,H11	9,86	9,86
M12,D17,H12	10,50	10,50
M12,D17,H13	9,06	9,06
M12,D17,H14	5,96	5,96
M12,D17,H15	2,08	2,08
M12,D17,H16	0,01	0,01
M12,D17,H17	0,01	0,01
M12,D17,H18	0,01	0,01
M12,D17,H19	0,01	0,01
M12,D17,H20	0,01	0,01
M12,D17,H21	0,01	0,01
M12,D17,H22	0,01	0,01
M12,D17,H23	0,01	0,01
M12,D17,H24	0,01	0,01
M12,D18,H01	0,01	0,01
M12,D18,H02	0,01	0,01
M12,D18,H03	0,01	0,01
M12,D18,H04	0,01	0,01
M12,D18,H05	0,01	0,01
M12,D18,H06	0,01	0,01
M12,D18,H07	0,01	0,01
M12,D18,H08	0,40	0,40
M12,D18,H09	9,84	9,84
M12,D18,H10	16,20	16,20
M12,D18,H11	20,30	20,30
M12,D18,H12	21,30	21,30
M12,D18,H13	19,00	19,00
M12,D18,H14	13,80	13,80
M12,D18,H15	7,08	7,08
M12,D18,H16	0,01	0,01
M12,D18,H17	0,01	0,01
M12,D18,H18	0,01	0,01
M12,D18,H19	0,01	0,01
M12,D18,H20	0,01	0,01
M12,D18,H21	0,01	0,01
M12,D18,H22	0,01	0,01
M12,D18,H23	0,01	0,01
M12,D18,H24	0,01	0,01
M12,D19,H01	0,01	0,01
M12,D19,H02	0,01	0,01
M12,D19,H03	0,01	0,01
M12,D19,H04	0,01	0,01
M12,D19,H05	0,01	0,01
M12,D19,H06	0,01	0,01
M12,D19,H07	0,01	0,01
